"Substrate_ACC","Substrate_GN","sites","Peptides","log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.","log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.","log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.","log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.","log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.","log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1."
"Q9CY58","Serbp1","NA","NA",-0.275,-0.489,-0.156,0.094,-0.114,-0.155,0.051,0.24,-0.046
"Q6P2Q9","PRPF8","NA","NA",0.138,-0.615,-0.886,0.152,-0.77,-1.099,-0.006,-0.072,-1.14
"Q99PV0","Prpf8","NA","NA",0.138,-0.615,-0.886,0.152,-0.77,-1.099,-0.006,-0.072,-1.14
"P62987","UBA52","NA","NA",-0.037,0.254,-0.024,-0.128,0.365,0.542,0.037,-0.161,0.038
"Q9NWF9","RNF216","NA","NA",-0.447,-0.115,-0.309,0.133,0.091,-0.009,0.07,1.378,-0.025
"P58283","Rnf216","NA","NA",-0.447,-0.115,-0.309,0.133,0.091,-0.009,0.07,1.378,-0.025
"Q13428","TCOF1","NA","NA",-0.069,-0.916,-0.477,0.211,-0.631,-0.672,0.031,-0.424,-1.071
"O60885","BRD4","NA","NA",-0.391,-1.23,-1.267,-0.055,-1.018,-1.024,-0.318,-0.337,-1.004
"Q9ESU6","Brd4","NA","NA",-0.391,-1.23,-1.267,-0.055,-1.018,-1.024,-0.318,-0.337,-1.004
"Q9BRQ0","PYGO2","NA","NA",-0.81,-0.317,-0.82,-0.138,-0.316,-0.618,-0.098,-0.289,-0.705
"P21953","BCKDHB","NA","NA",-0.329,1.02,0.97,0.434,1.56,1.307,0.647,0.615,0.883
"Q96I99","SUCLG2","NA","NA",0.006,0.325,-0.19,0.472,-0.069,0.508,0.099,2.187,-0.014
"Q9HC38","GLOD4","NA","NA",0.12,0.997,0.627,0.283,1.152,1.084,0.321,0.98,0.621
"P46821","MAP1B","NA","NA",0.589,0.553,1.28,0.299,0.928,0.908,0.663,0.209,1.36
"Q68DK7","MSL1","NA","NA",0.007,-0.387,-0.621,0.04,-0.211,-0.252,0.005,-0.131,-0.38
"Q6PDM1","Msl1","NA","NA",0.007,-0.387,-0.621,0.04,-0.211,-0.252,0.005,-0.131,-0.38
"Q8WXF1","PSPC1","NA","NA",-0.228,-0.561,-0.644,-0.242,-1.366,-1.036,-0.371,-0.222,-0.891
"Q8R326","Pspc1","NA","NA",-0.228,-0.561,-0.644,-0.242,-1.366,-1.036,-0.371,-0.222,-0.891
"Q9Y5Z4","HEBP2","NA","NA",-0.08,0.135,0.069,0.31,0.326,0.153,0.405,0.379,0.178
"Q925I1","Atad3","NA","NA",-0.142,0.139,0.033,0.042,0.146,0.273,0.053,-0.147,-0.011
"Q9JMD3","Stard10","NA","NA",-0.115,0.584,0.821,0.133,1.01,0.702,0.076,-0.107,0.722
"Q9Y365","STARD10","NA","NA",-0.115,0.584,0.821,0.133,1.01,0.702,0.076,-0.107,0.722
"O60610","DIAPH1","NA","NA",-0.085,0.486,0.129,0.534,0.311,0.271,0.462,0.329,0.08
"Q92576","PHF3","NA","NA",-0.222,-0.792,-0.572,0.057,-0.65,-0.494,0.062,-0.19,-0.707
"P06745","Gpi","NA","NA",-0.154,0.153,0.025,0.185,0.121,-0.172,0.249,0.066,0.173
"Q14966","ZNF638","NA","NA",-0.167,-0.223,-0.174,0.462,-0.125,-0.117,-0.063,-0.236,-0.311
"Q13428","TCOF1","NA","NA",-0.396,-0.333,-0.525,-0.033,-0.295,-0.153,0.05,-0.042,-0.372
"Q9NWY4","HPF1","NA","NA",-0.613,-0.598,-0.383,-0.703,-0.546,-0.004,-0.308,-0.754,-0.388
"Q63HN8","RNF213","NA","NA",-0.01,0.54,0.332,0.336,0.404,0.403,0.422,0.295,0.396
"Q92922","SMARCC1","NA","NA",-0.102,-0.066,-0.514,-0.215,-0.198,-0.099,-0.098,0.226,-0.427
"P97496","Smarcc1","NA","NA",-0.102,-0.066,-0.514,-0.215,-0.198,-0.099,-0.098,0.226,-0.427
"Q07666","KHDRBS1","NA","NA",0.242,0.278,0.111,0.384,0.192,0.379,0.499,0.162,0.287
"Q60749","Khdrbs1","NA","NA",0.242,0.278,0.111,0.384,0.192,0.379,0.499,0.162,0.287
"Q7Z5K2","WAPL","NA","NA",-0.84,0.131,-0.023,0.006,0.215,0.081,0.321,0.146,-0.047
"Q96DG6","CMBL","NA","NA",0.259,0.613,0.658,0.303,0.829,0.946,0.21,0.171,0.838
"O76070","SNCG","NA","NA",0.888,1.184,1.23,0.487,1.377,1.275,0.196,0.049,1.251
"Q9Z0F7","Sncg","NA","NA",0.888,1.184,1.23,0.487,1.377,1.275,0.196,0.049,1.251
"Q9NVU7","SDAD1","NA","NA",-0.117,-0.451,-0.269,0.074,-0.294,-0.111,0.141,-0.015,-0.388
"Q80UZ2","Sdad1","NA","NA",-0.117,-0.451,-0.269,0.074,-0.294,-0.111,0.141,-0.015,-0.388
"Q9ER64","Osbpl5","NA","NA",-0.407,-0.964,-1.259,0.354,-0.87,-0.917,-0.203,-0.257,-1.352
"P09884","POLA1","NA","NA",-0.218,-0.529,-0.569,-0.044,-0.313,-0.335,0.134,-0.092,-0.715
"P13535","MYH8","NA","NA",-1.024,-0.842,-1.225,0.173,-0.719,-1.082,-0.185,-0.545,-1.057
"Q5SX39","Myh4","NA","NA",-1.024,-0.842,-1.225,0.173,-0.719,-1.082,-0.185,-0.545,-1.057
"Q9Y2W1","THRAP3","NA","NA",-0.287,-1.935,-2.53,0.035,-3.273,-2.164,-0.669,-0.2,-2.676
"P46783","RPS10","NA","NA",-0.039,0.264,0.169,0.029,-0.047,-0.106,0.408,0.086,-0.008
"P63325","Rps10","NA","NA",-0.039,0.264,0.169,0.029,-0.047,-0.106,0.408,0.086,-0.008
"P62753","RPS6","NA","NA",-0.274,-0.012,-0.139,0.133,-0.109,-0.149,0.047,-0.128,-0.116
"P62754","Rps6","NA","NA",-0.274,-0.012,-0.139,0.133,-0.109,-0.149,0.047,-0.128,-0.116
"P00568","AK1","NA","NA",-0.506,0.825,0.529,-0.13,1.037,0.82,-0.125,-0.125,0.596
"Q9R0Y5","Ak1","NA","NA",-0.506,0.825,0.529,-0.13,1.037,0.82,-0.125,-0.125,0.596
"Q9HB58","SP110","NA","NA",-0.23,0.845,0.679,0.26,0.759,0.761,0.178,0.4,0.731
"P52272","HNRNPM","NA","NA",-0.016,0.308,0.051,0.259,0.31,0.273,0.036,0.053,0.088
"Q9D0E1","Hnrnpm","NA","NA",-0.016,0.308,0.051,0.259,0.31,0.273,0.036,0.053,0.088
"Q8N8R7","ARL14EP","NA","NA",0.037,-0.477,-0.262,0.354,-0.425,-0.021,0.201,-0.372,-0.328
"O14686","KMT2D","NA","NA",-0.218,-0.244,-0.573,-0.049,-0.313,-0.066,0.139,-0.138,-0.55
"P48444","ARCN1","NA","NA",-0.014,0.07,0.076,0.374,-0.039,0.058,0.287,0.264,0.133
"Q9WUR2","Eci2","NA","NA",-0.068,-0.173,-0.278,0.157,-0.647,0.027,-0.054,0.374,-0.555
"Q7L0Y3","TRMT10C","NA","NA",-0.131,0.407,0.125,0.173,0.483,0.631,0.129,0.086,0.127
"P23246","SFPQ","NA","NA",-0.517,-1.36,-1.073,-0.12,-1.626,-1.172,-0.13,-0.287,-1.597
"Q13813","SPTAN1","NA","NA",-0.117,0.142,0.185,0.12,0.559,0.051,0.325,0.156,-0.156
"Q86XP3","DDX42","NA","NA",0.623,0.483,0.431,0.591,0.545,0.04,0.588,3.019,-0.156
"P49903","SEPHS1","NA","NA",0.108,0.238,0.2,0.399,0.89,0.288,0.723,0.27,0.225
"Q8BH69","Sephs1","NA","NA",0.108,0.238,0.2,0.399,0.89,0.288,0.723,0.27,0.225
"P46779","RPL28","NA","NA",-0.457,-0.177,-0.51,-0.11,-0.269,-0.241,-0.1,-0.143,-0.164
"P41105","Rpl28","NA","NA",-0.457,-0.177,-0.51,-0.11,-0.269,-0.241,-0.1,-0.143,-0.164
"P40925","MDH1","NA","NA",-0.007,0.236,0.323,0.148,0.572,0.476,0.286,-0.075,0.281
"Q9UKM9","RALY","NA","NA",0.191,0.078,0.127,0.125,0.389,0.221,0.09,0.093,-0.305
"Q7Z406","MYH14","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"P35580","MYH10","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"P35749","MYH11","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"P35579","MYH9","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"Q6URW6","Myh14","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"Q61879","Myh10","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"Q8VDD5","Myh9","NA","NA",-0.58,-0.16,-0.303,-0.153,-0.309,-0.24,-0.204,-0.328,-0.278
"Q9UHV7","MED13","NA","NA",-0.209,-2.09,-2.483,-0.064,-2.953,-2.322,-0.339,-0.072,-2.652
"Q5SX39","Myh4","NA","NA",-0.271,-0.093,-0.374,0.243,0.095,0.063,0.076,2.797,-0.372
"P13542","Myh8","NA","NA",-0.271,-0.093,-0.374,0.243,0.095,0.063,0.076,2.797,-0.372
"Q15942","ZYX","NA","NA",-0.457,0.71,0.744,0.323,2.227,0.196,1.446,-0.112,0.685
"P31040","SDHA","NA","NA",0.142,0.629,0.976,0.447,1.122,0.98,0.064,0.864,0.76
"Q15555","MAPRE2","NA","NA",-0.47,NA,-2.429,0.132,-2.218,NA,0.429,-0.337,-2.01
"Q05519","SRSF11","NA","NA",-0.497,-1.085,-0.56,0.285,-0.385,-0.119,0.19,-0.165,-1.971
"P55265","ADAR","NA","NA",0.004,0.149,0.297,0.254,0.128,0.247,0.582,0.239,0.068
"Q99MU3","Adar","NA","NA",0.004,0.149,0.297,0.254,0.128,0.247,0.582,0.239,0.068
"Q9CSH3","Dis3","NA","NA",-0.366,-0.025,-0.379,-0.131,-0.172,-0.269,-0.037,-0.515,-0.172
"P49903","SEPHS1","NA","NA",-0.099,0.314,0.013,0.264,0.206,0.167,0.309,0.406,-0.01
"Q8BH69","Sephs1","NA","NA",-0.099,0.314,0.013,0.264,0.206,0.167,0.309,0.406,-0.01
"P52815","MRPL12","NA","NA",-0.028,-0.381,-0.304,0.126,-0.3,-0.246,0.104,-0.092,-0.274
"Q9DB15","Mrpl12","NA","NA",-0.028,-0.381,-0.304,0.126,-0.3,-0.246,0.104,-0.092,-0.274
"O60869","EDF1","NA","NA",-0.427,-0.152,-0.164,0.362,-0.178,0.229,0.346,-0.11,-0.327
"Q9JMG1","Edf1","NA","NA",-0.427,-0.152,-0.164,0.362,-0.178,0.229,0.346,-0.11,-0.327
"Q96ME7","ZNF512","NA","NA",0.017,0.368,0.183,0.363,0.074,0.144,0.452,0.078,0.361
"Q8TAQ2","SMARCC2","NA","NA",-0.403,0.187,-0.083,-0.057,0.229,0.457,0.453,-0.703,0.13
"P08228","Sod1","NA","NA",0.218,0.995,-0.101,1.002,0.168,0.313,-0.392,-0.455,-0.115
"Q9Y678","COPG1","NA","NA",0.071,0.563,0.202,0.241,0.652,0.571,0.296,0.089,0.418
"Q9QZE5","Copg1","NA","NA",0.071,0.563,0.202,0.241,0.652,0.571,0.296,0.089,0.418
"O14497","ARID1A","NA","NA",-0.239,0.077,0.051,0.147,-0.014,0.306,-0.418,0.012,-0.276
"P52209","PGD","NA","NA",0.121,0.029,0.115,0.256,0.334,0.24,0.582,0.432,0.147
"Q9BY77","POLDIP3","NA","NA",-0.612,-0.686,-0.988,0.02,-1.171,-0.884,-0.191,-0.612,-0.777
"Q6PCB5","RSBN1L","NA","NA",-0.531,-1.254,-1.607,0.131,-1.591,-1.583,0.206,-0.601,-1.787
"P47897","QARS1","NA","NA",-0.397,-0.192,0.299,-0.025,0.26,0.195,0.079,-0.156,-0.147
"Q8BML9","Qars1","NA","NA",-0.397,-0.192,0.299,-0.025,0.26,0.195,0.079,-0.156,-0.147
"Q91VR2","Atp5f1c","NA","NA",-0.191,-0.16,-0.37,0.198,-0.529,-0.297,0.143,-0.295,-0.381
"P00505","GOT2","NA","NA",-0.238,0.591,0.418,0.237,0.588,0.713,0.522,0.396,0.38
"O76021","RSL1D1","NA","NA",0.011,-0.103,-0.56,0.144,-0.634,-0.186,0.36,-0.342,-0.457
"Q6DD88","ATL3","NA","NA",-0.064,0.877,0.782,0.306,1.478,1.077,0.517,0.223,0.809
"Q9NYF8","BCLAF1","NA","NA",-0.049,-0.544,-1.081,0.143,-0.404,-0.777,0.656,-0.281,-0.921
"P05787","KRT8","NA","NA",-0.376,0.119,-0.073,0.173,0.057,0.173,0.164,0.177,0.235
"Q15149","PLEC","NA","NA",-0.31,0.769,0.489,0.115,0.741,0.959,0.116,0.012,0.416
"Q9QXS1","Plec","NA","NA",-0.31,0.769,0.489,0.115,0.741,0.959,0.116,0.012,0.416
"P38919","EIF4A3","NA","NA",0.169,-0.367,-0.383,0.125,-0.613,-0.249,0.286,-0.095,-0.191
"Q91VC3","Eif4a3","NA","NA",0.169,-0.367,-0.383,0.125,-0.613,-0.249,0.286,-0.095,-0.191
"Q9ULA0","DNPEP","NA","NA",-0.139,1.022,0.926,0.561,1.457,1.287,0.148,0.326,0.91
"O75165","DNAJC13","NA","NA",-0.77,-0.846,-1.98,0.255,-1.025,-1.055,-0.289,-0.25,-1.152
"Q8TAQ2","SMARCC2","NA","NA",-0.343,0.101,-0.058,-0.259,-0.011,0.192,0.08,0.472,0.022
"P40227","CCT6A","NA","NA",-0.379,-0.015,-0.244,-0.072,-0.151,-0.167,0.089,-0.17,-0.292
"P80317","Cct6a","NA","NA",-0.379,-0.015,-0.244,-0.072,-0.151,-0.167,0.089,-0.17,-0.292
"Q8N3C0","ASCC3","NA","NA",-0.117,0.44,0.294,0.194,0.448,0.439,0.095,-0.09,0.293
"E9PZJ8","Ascc3","NA","NA",-0.117,0.44,0.294,0.194,0.448,0.439,0.095,-0.09,0.293
"Q9H2F5","EPC1","NA","NA",-0.173,0.312,0.324,0.129,0.262,0.277,0.282,0.087,0.097
"Q8C9X6","Epc1","NA","NA",-0.173,0.312,0.324,0.129,0.262,0.277,0.282,0.087,0.097
"P12272","PTHLH","NA","NA",-0.205,-0.388,-0.823,-0.287,-0.713,0.189,0.634,4.057,0.016
"P07814","EPRS1","NA","NA",-0.391,0.149,0.547,0.332,0.034,-0.024,-0.071,-0.096,0.901
"Q8NEZ4","KMT2C","NA","NA",0.248,-2.371,-1.448,-0.008,-1.758,-1.598,0.169,-0.086,-1.524
"P14866","HNRNPL","NA","NA",-0.203,-0.375,-0.557,0.019,-0.345,-0.189,-0.114,-0.006,-0.491
"Q8R081","Hnrnpl","NA","NA",-0.203,-0.375,-0.557,0.019,-0.345,-0.189,-0.114,-0.006,-0.491
"Q9HB71","CACYBP","NA","NA",-0.299,-0.676,-0.778,-0.103,-1.147,-0.609,-0.037,-0.033,-1.087
"Q99K85","Psat1","NA","NA",-0.25,-0.55,-0.425,-0.016,-0.228,-0.176,0.641,-0.053,-0.407
"P00367","GLUD1","NA","NA",-0.379,0.756,0.719,0.318,0.734,0.796,0.342,0.354,0.621
"O95347","SMC2","NA","NA",-0.506,-0.687,-1.038,-0.044,-0.955,-0.872,0.202,-0.228,-0.891
"Q8CG48","Smc2","NA","NA",-0.506,-0.687,-1.038,-0.044,-0.955,-0.872,0.202,-0.228,-0.891
"Q92878","RAD50","NA","NA",0.18,-0.371,-0.444,0.372,-0.047,-0.016,0.352,-0.031,0.443
"O14980","XPO1","NA","NA",-0.428,0.035,-0.535,0.383,-0.08,-0.081,-0.23,-0.368,-0.259
"Q6P5F9","Xpo1","NA","NA",-0.428,0.035,-0.535,0.383,-0.08,-0.081,-0.23,-0.368,-0.259
"Q05682","CALD1","NA","NA",-0.212,0.228,0.367,0.258,0.111,0.29,0.577,0.256,0.21
"Q8N9L9","ACOT4","NA","NA",-0.117,0.045,-0.136,0.178,0.265,0.186,-0.127,0.672,-0.024
"O95400","CD2BP2","NA","NA",-0.091,0.238,0.016,0.177,0.384,0.612,0.079,0.777,0.254
"Q9CWK3","Cd2bp2","NA","NA",-0.091,0.238,0.016,0.177,0.384,0.612,0.079,0.777,0.254
"P62424","RPL7A","NA","NA",0.068,0.17,-0.095,0.499,0.106,0.114,0.384,0.416,-0.166
"P12970","Rpl7a","NA","NA",0.068,0.17,-0.095,0.499,0.106,0.114,0.384,0.416,-0.166
"Q96T60","PNKP","NA","NA",0.009,0.218,0.201,0.476,0.387,0.273,0.424,0.18,0.274
"O94826","TOMM70","NA","NA",-0.395,1.033,0.868,0.219,1.379,1.078,0.486,0.302,0.902
"Q9CZW5","Tomm70","NA","NA",-0.395,1.033,0.868,0.219,1.379,1.078,0.486,0.302,0.902
"Q92733","PRCC","NA","NA",-0.295,-0.151,-0.355,-0.028,-0.438,-0.249,-0.018,-0.047,-0.183
"P04632","CAPNS1","NA","NA",-0.192,0.313,0.236,0.195,0.492,0.466,0.035,-0.08,0.114
"Q99614","TTC1","NA","NA",-0.083,0.369,0.125,0.187,0.226,0.618,-0.104,-0.099,0.133
"P62136","PPP1CA","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"P36873","PPP1CC","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"P62140","PPP1CB","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"P62137","Ppp1ca","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"P62141","Ppp1cb","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"P63087","Ppp1cc","NA","NA",-0.359,0.074,-0.034,-0.126,-0.136,0.04,-0.182,-0.336,-0.209
"Q9H8E8","KAT14","NA","NA",0.059,0.241,-0.184,0.162,-0.116,0.236,0.439,0.829,-0.104
"Q8CID0","Kat14","NA","NA",0.059,0.241,-0.184,0.162,-0.116,0.236,0.439,0.829,-0.104
"P46778","RPL21","NA","NA",-0.224,-0.929,-0.701,-0.164,-0.508,-0.51,-0.013,-0.248,-0.828
"O09167","Rpl21","NA","NA",-0.224,-0.929,-0.701,-0.164,-0.508,-0.51,-0.013,-0.248,-0.828
"O60281","ZNF292","NA","NA",0.27,-2.731,-1.104,-0.107,-2.961,-1.363,-0.078,0.274,-0.402
"Q8TAK5","GABPB2","NA","NA",-0.238,-0.08,-0.309,0.051,-0.27,0.02,0.628,0.466,-0.29
"P31948","STIP1","NA","NA",-0.053,0.576,0.315,0.194,0.512,0.612,0.085,-0.067,0.634
"Q60864","Stip1","NA","NA",-0.053,0.576,0.315,0.194,0.512,0.612,0.085,-0.067,0.634
"P21333","FLNA","NA","NA",-0.117,0.923,0.836,0.497,1.01,0.747,0.037,0.523,0.832
"P15924","DSP","NA","NA",0.068,-0.104,-0.292,0.339,-0.262,-0.163,0.247,0.183,-0.401
"E9Q557","Dsp","NA","NA",0.068,-0.104,-0.292,0.339,-0.262,-0.163,0.247,0.183,-0.401
"Q8TA86","RP9","NA","NA",-0.1,-0.305,-0.673,0.104,-0.396,-0.307,0.504,0.224,-0.227
"P97762","rp9","NA","NA",-0.1,-0.305,-0.673,0.104,-0.396,-0.307,0.504,0.224,-0.227
"P23297","S100A1","NA","NA",-0.228,-0.53,-0.911,0.098,-0.531,-0.523,0.625,-0.02,-0.76
"P20810","CAST","NA","NA",-0.296,0.456,0.289,0.086,0.526,0.478,0.016,-0.236,0.416
"Q14204","DYNC1H1","NA","NA",-0.32,0.138,0.137,0.031,0.147,0.26,0.156,-0.181,-0.01
"Q9JHU4","Dync1h1","NA","NA",-0.32,0.138,0.137,0.031,0.147,0.26,0.156,-0.181,-0.01
"Q9P0W2","HMG20B","NA","NA",-0.324,-0.006,-0.299,-0.35,-0.07,-0.183,0.15,0.339,-0.058
"P22234","PAICS","NA","NA",-0.318,-0.202,-0.158,0.162,-0.36,0.087,0.444,-0.062,-0.042
"Q9C005","DPY30","NA","NA",0.08,-0.089,-0.257,0.223,-0.076,-0.143,0.257,0.558,-0.217
"Q99LT0","Dpy30","NA","NA",0.08,-0.089,-0.257,0.223,-0.076,-0.143,0.257,0.558,-0.217
"O95749","GGPS1","NA","NA",-0.381,-0.108,-0.471,-0.154,0.118,-0.147,0.127,-0.343,-0.163
"Q9WTN0","Ggps1","NA","NA",-0.381,-0.108,-0.471,-0.154,0.118,-0.147,0.127,-0.343,-0.163
"P49750","YLPM1","NA","NA",-0.256,0.017,-0.023,-0.207,-0.07,-0.506,-0.013,0.22,-0.391
"O60287","URB1","NA","NA",-0.063,-0.916,-0.581,-0.359,-1.085,-0.679,-0.646,0.052,-0.997
"Q03989","ARID5A","NA","NA",0.076,-1.885,-0.907,0.655,-0.847,-0.819,0.535,-0.066,-0.879
"Q5JTD0","TJAP1","NA","NA",-0.104,-0.907,-1.059,0.147,-0.896,-0.753,0.037,-0.014,-0.881
"P46087","NOP2","NA","NA",-0.007,-0.518,-0.673,0.111,-1.055,-0.311,0.571,-0.187,-0.89
"Q14152","EIF3A","NA","NA",-0.338,0.17,0.118,0.117,0.259,0.405,0.586,-0.323,-0.217
"Q8WU79","SMAP2","NA","NA",-0.164,-0.164,-0.363,0.117,-0.46,-0.238,0.152,0.192,-0.468
"P83881","RPL36A","NA","NA",-0.121,0.345,0.075,0.297,0.761,0.288,0.404,-0.257,0.03
"P83882","Rpl36a","NA","NA",-0.121,0.345,0.075,0.297,0.761,0.288,0.404,-0.257,0.03
"Q15075","EEA1","NA","NA",-0.341,0.846,0.706,0.144,1.191,1.087,0.256,0.064,0.989
"Q9H299","SH3BGRL3","NA","NA",0.43,1.476,1.65,0.25,1.116,1.44,-0.176,0.867,1.609
"Q91VW3","Sh3bgrl3","NA","NA",0.43,1.476,1.65,0.25,1.116,1.44,-0.176,0.867,1.609
"O96028","NSD2","NA","NA",-0.064,0.276,-0.134,0.039,0.074,0.049,0.108,-0.19,0.168
"Q92922","SMARCC1","NA","NA",-0.214,-0.262,-0.928,0.597,0.159,-0.134,0.403,-0.369,-0.548
"Q14141","SEPTIN6","NA","NA",-0.226,-0.433,-0.311,-0.142,-0.273,-0.358,0.133,-0.242,-0.587
"Q9NVA2","SEPTIN11","NA","NA",-0.226,-0.433,-0.311,-0.142,-0.273,-0.358,0.133,-0.242,-0.587
"Q9R1T4","Septin6","NA","NA",-0.226,-0.433,-0.311,-0.142,-0.273,-0.358,0.133,-0.242,-0.587
"Q8C1B7","Septin11","NA","NA",-0.226,-0.433,-0.311,-0.142,-0.273,-0.358,0.133,-0.242,-0.587
"Q9Z129","Recql","NA","NA",0.013,0.114,0.151,0.082,0.013,0.068,-0.059,0.177,0.115
"Q14683","SMC1A","NA","NA",-0.587,-0.643,-0.801,-0.172,-1.105,-0.625,-0.583,-0.486,-0.942
"Q9CU62","Smc1a","NA","NA",-0.587,-0.643,-0.801,-0.172,-1.105,-0.625,-0.583,-0.486,-0.942
"O60763","USO1","NA","NA",-0.276,0.616,0.507,0.347,0.99,0.586,0.371,0.306,0.636
"Q9Z1Z0","Uso1","NA","NA",-0.276,0.616,0.507,0.347,0.99,0.586,0.371,0.306,0.636
"P00387","CYB5R3","NA","NA",-0.496,0.738,0.524,0.103,0.847,0.384,0.446,-0.19,0.383
"Q9DCN2","Cyb5r3","NA","NA",-0.496,0.738,0.524,0.103,0.847,0.384,0.446,-0.19,0.383
"Q08945","SSRP1","NA","NA",-0.092,-0.427,-0.331,0.16,-0.059,-0.182,-0.098,0.221,-0.113
"Q08943","Ssrp1","NA","NA",-0.092,-0.427,-0.331,0.16,-0.059,-0.182,-0.098,0.221,-0.113
"P08249","Mdh2","NA","NA",-0.766,0.241,-0.575,0.162,0.001,-0.054,-0.276,-0.167,-0.312
"Q9WVB0","Rbpms","NA","NA",-0.192,0.114,-0.294,0.334,-0.37,-0.242,0.273,-0.39,-0.054
"Q99798","ACO2","NA","NA",-0.294,0.411,0.401,0.117,0.585,0.779,0.038,0.271,0.22
"O00268","TAF4","NA","NA",-0.439,-0.299,-0.181,-0.14,-0.401,-0.088,0.207,-0.074,-0.305
"P13804","ETFA","NA","NA",0.204,1.81,1.591,0.699,1.921,1.713,1.589,1.854,1.618
"Q15291","RBBP5","NA","NA",-0.281,-0.193,-0.549,0.076,-0.306,-0.101,0.314,-0.176,-0.519
"P51825","AFF1","NA","NA",-0.037,-0.018,-0.644,0.516,-0.424,-0.313,0.135,-0.193,-0.392
"Q9Y6N5","SQOR","NA","NA",-0.387,0.467,0.184,0.176,0.249,0.202,0.165,0.3,0.173
"Q9P2K3","RCOR3","NA","NA",-0.184,0.593,0.784,0.398,0.524,0.562,0.031,-0.33,0.732
"P83916","CBX1","NA","NA",0.204,-0.405,-2.046,0.594,-0.706,-0.279,0.224,0.597,-1.801
"P83917","Cbx1","NA","NA",0.204,-0.405,-2.046,0.594,-0.706,-0.279,0.224,0.597,-1.801
"P84102","Serf2","NA","NA",-0.516,-0.161,-0.338,-0.056,-0.012,-0.221,0.494,-0.365,-0.244
"Q9D1M4","Eef1e1","NA","NA",-0.404,1.224,0.926,-0.688,-0.904,0.186,1.432,-0.215,-0.196
"Q9Y5V3","MAGED1","NA","NA",-0.208,-0.006,-0.169,0.037,-0.043,0.12,0.28,0.79,0.006
"Q7Z5K2","WAPL","NA","NA",-0.031,0.187,0.146,0.361,0.234,0.439,0.394,-0.004,0.108
"Q65Z40","Wapl","NA","NA",-0.031,0.187,0.146,0.361,0.234,0.439,0.394,-0.004,0.108
"Q13813","SPTAN1","NA","NA",-0.259,0.052,0.217,-0.03,0.213,-0.163,0.164,0.031,0.005
"Q6PDI5","Ecpas","NA","NA",-0.214,0.044,-0.119,0.512,0.205,0.168,0.403,0.095,-0.218
"A2RRP1","NBAS","NA","NA",-0.577,-0.334,-0.503,-0.099,-0.146,-0.064,-0.099,-0.24,-0.303
"O95208","EPN2","NA","NA",0.068,0.498,-0.087,0.632,0.171,0.499,0.665,0.711,0.298
"P04181","OAT","NA","NA",-0.41,0.097,-0.087,0.014,0.305,0.283,-0.008,0.632,0.051
"P29758","Oat","NA","NA",-0.41,0.097,-0.087,0.014,0.305,0.283,-0.008,0.632,0.051
"Q13813","SPTAN1","NA","NA",-0.125,0.174,0.188,0.205,0.177,0.384,0.141,-0.15,0.137
"P50914","RPL14","NA","NA",-0.37,0.111,0.123,0.296,-0.1,0.207,0.346,-0.222,-0.121
"P49189","ALDH9A1","NA","NA",-0.173,-0.028,-0.033,0.007,-0.131,0.038,-0.012,-0.231,-0.152
"Q96K37","SLC35E1","NA","NA",0.167,1.208,1.197,0.454,2.265,1.276,0.9,0.337,1.351
"Q8CD26","Slc35e1","NA","NA",0.167,1.208,1.197,0.454,2.265,1.276,0.9,0.337,1.351
"P25789","PSMA4","NA","NA",0.113,-1.156,-1.128,0.091,-1.568,-0.889,0.402,-0.167,-1.291
